cik,filer_cik,ticker,fiscal_year,report_date,filing_date,accession,path,error
0000040533,0000040533,GD,2025,2025-12-31,2026-01-30,0000040533-26-000006,data/raw/0000040533/000004053326000006/gd-20251231.htm,
0000040545,0000040545,GE,2007,2007-12-31,2008-02-20,0000040545-08-000011,data/raw/0000040545/000004054508000011/frm10k.htm,
0000040545,0000040545,GE,2008,2008-12-31,2009-02-18,0000040545-09-000012,data/raw/0000040545/000004054509000012/frm10k.htm,
0000040545,0000040545,GE,2009,2009-12-31,2010-02-19,0000040545-10-000010,data/raw/0000040545/000004054510000010/frm10k.htm,
0000040545,0000040545,GE,2010,2010-12-31,2011-02-25,0001193125-11-047479,data/raw/0000040545/000119312511047479/d10k.htm,
0000040545,0000040545,GE,2011,2011-12-31,2012-02-24,0000040545-12-000016,data/raw/0000040545/000004054512000016/ge10k.htm,
0000040545,0000040545,GE,2012,2012-12-31,2013-02-26,0000040545-13-000036,data/raw/0000040545/000004054513000036/geform10k2012.htm,
0000040545,0000040545,GE,2013,2013-12-31,2014-02-27,0000040554-14-000023,data/raw/0000040545/000004055414000023/geform10k2013.htm,
0000040545,0000040545,GE,2015,2015-12-31,2016-02-26,0000040545-16-000145,data/raw/0000040545/000004054516000145/ge10k2015.htm,
0000040545,0000040545,GE,2016,2016-12-31,2017-02-24,0000040545-17-000010,data/raw/0000040545/000004054517000010/ge10k2016.htm,
0000040545,0000040545,GE,2017,2017-12-31,2018-02-23,0000040545-18-000014,data/raw/0000040545/000004054518000014/ge10-k2017.htm,
0000040545,0000040545,GE,2018,2018-12-31,2019-02-26,0000040545-19-000014,data/raw/0000040545/000004054519000014/ge10-k2018.htm,
0000040545,0000040545,GE,2019,2019-12-31,2020-02-24,0000040545-20-000009,data/raw/0000040545/000004054520000009/ge10-k2019.htm,
0000040545,0000040545,GE,2020,2020-12-31,2021-02-12,0000040545-21-000011,data/raw/0000040545/000004054521000011/ge-20201231.htm,
0000040545,0000040545,GE,2021,2021-12-31,2022-02-11,0000040545-22-000008,data/raw/0000040545/000004054522000008/ge-20211231.htm,
0000040545,0000040545,GE,2022,2022-12-31,2023-02-10,0000040545-23-000023,data/raw/0000040545/000004054523000023/ge-20221231.htm,
0000040545,0000040545,GE,2023,2023-12-31,2024-02-02,0000040545-24-000027,data/raw/0000040545/000004054524000027/ge-20231231.htm,
0000040545,0000040545,GE,2024,2024-12-31,2025-02-03,0000040545-25-000015,data/raw/0000040545/000004054525000015/ge-20241231.htm,
0000040545,0000040545,GE,2025,2025-12-31,2026-01-29,0000040545-26-000008,data/raw/0000040545/000004054526000008/ge-20251231.htm,
0001996810,0001996810,GEV,2024,2024-12-31,2025-02-06,0001996810-25-000011,data/raw/0001996810/000199681025000011/gev-20241231.htm,
0001996810,0001996810,GEV,2025,2025-12-31,2026-01-29,0001996810-26-000015,data/raw/0001996810/000199681026000015/gev-20251231.htm,
0000882095,0000882095,GILD,2007,2007-12-31,2008-02-27,0001193125-08-040255,data/raw/0000882095/000119312508040255/d10k.htm,
0000882095,0000882095,GILD,2008,2008-12-31,2009-02-27,0001193125-09-040769,data/raw/0000882095/000119312509040769/d10k.htm,
0000882095,0000882095,GILD,2009,2009-12-31,2010-03-01,0001193125-10-044753,data/raw/0000882095/000119312510044753/d10k.htm,
0000882095,0000882095,GILD,2010,2010-12-31,2011-02-28,0001193125-11-050041,data/raw/0000882095/000119312511050041/d10k.htm,
0000882095,0000882095,GILD,2011,2011-12-31,2012-02-23,0001193125-12-075335,data/raw/0000882095/000119312512075335/d260199d10k.htm,
0000882095,0000882095,GILD,2012,2012-12-31,2013-02-27,0000882095-13-000015,data/raw/0000882095/000088209513000015/a2012form10-k.htm,
0000882095,0000882095,GILD,2013,2013-12-31,2014-02-25,0000882095-14-000013,data/raw/0000882095/000088209514000013/a2013form10-k.htm,
0000882095,0000882095,GILD,2014,2014-12-31,2015-02-25,0000882095-15-000008,data/raw/0000882095/000088209515000008/a2014form10-k.htm,
0000882095,0000882095,GILD,2015,2015-12-31,2016-02-24,0000882095-16-000039,data/raw/0000882095/000088209516000039/a2015form10-k.htm,
0000882095,0000882095,GILD,2016,2016-12-31,2017-02-27,0000882095-17-000006,data/raw/0000882095/000088209517000006/a2016form10-k.htm,
0000882095,0000882095,GILD,2017,2017-12-31,2018-02-27,0000882095-18-000008,data/raw/0000882095/000088209518000008/a2017form10-k.htm,
0000882095,0000882095,GILD,2018,2018-12-31,2019-02-26,0000882095-19-000006,data/raw/0000882095/000088209519000006/a2018form10-k.htm,
0000882095,0000882095,GILD,2019,2019-12-31,2020-02-25,0000882095-20-000006,data/raw/0000882095/000088209520000006/a2019form10-k.htm,
0000882095,0000882095,GILD,2020,2020-12-31,2021-02-25,0000882095-21-000008,data/raw/0000882095/000088209521000008/gild-20201231.htm,
0000882095,0000882095,GILD,2021,2021-12-31,2022-02-23,0000882095-22-000007,data/raw/0000882095/000088209522000007/gild-20211231.htm,
0000882095,0000882095,GILD,2022,2022-12-31,2023-02-22,0000882095-23-000007,data/raw/0000882095/000088209523000007/gild-20221231.htm,
